## RECSRecommendations Upload File,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,
## RECS,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.description,entity.tag,entity.subcategory,entity.private
manulife-insurance-manulife-ul-sample-contract-level-20-face-plus-single.pdf,UL sample contract level 20 face plus single,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-manulife-ul-sample-contract-level-20-face-plus-single.pdf,-,-,"Review this sample contract for Manulife UL (Level 20, Face Plus, Single) to better understand our life insurance policies.",,New Business and Underwriting,FALSE
manulife-insurance-acknowledgement-and-consent-for-third-party-policy-ownership-nn1534e.pdf, Acknowledgement and Consent for Third-Party Policy Ownership - NN1534E,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-acknowledgement-and-consent-for-third-party-policy-ownership-nn1534e.pdf,-,-,Complete this form to acknowledge and consent to third-party Manulife life insurance policy ownership. (NN1534E),After the sale,New Business and Underwriting,FALSE
affinity-markets-personal-accident-disability-insurance-fillable-application-af5006e.pdf,Personal Accident Disability Insurance application for underwritten coverage | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/affinity-markets-personal-accident-disability-insurance-fillable-application-af5006e.pdf,-,-,Personal Accident Disability Insurance application for underwritten coverage,Before the sale,New Business and Underwriting,FALSE
manulife-insurance-lifecheque-sample-contract.pdf,Lifecheque (Level) or Lifecheque (Renewable ) Sample contract,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-lifecheque-sample-contract.pdf,-,-,Lifecheque (Level) or Lifecheque (Renewable ) Sample contract,Before the sale,New Business and Underwriting,FALSE
manulife-travel-insurance-medical-questionnaire-and-application-for-travelling-canadians-at0190e.pdf,Medical questionnaire and application for Travelling Canadians,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-travel-insurance-medical-questionnaire-and-application-for-travelling-canadians-at0190e.pdf,-,-,Complete this form to apply for Manulife Travel Insurance for Travelling Canadians. (AT0190E),Before the sale,New Business and Underwriting,FALSE
affinity-markets-personal-accident-disability-insurance-initial-claim-form-6957.pdf,Personal Accident Insurance Initial Claim | Manulife (6957),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/affinity-markets-personal-accident-disability-insurance-initial-claim-form-6957.pdf,-,-,Personal Accident Insurance Initial Claim Form,After the sale,New Business and Underwriting,FALSE
manulife-insurance-manulife-ul-sample-contract-level-20-account-value-joint.pdf,UL sample contract level 20 account value joint,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-manulife-ul-sample-contract-level-20-account-value-joint.pdf,-,-,"Review this sample contract for Manulife UL (Level 20, Account Value, Joint) to better understand our life insurance policies.",,New Business and Underwriting,FALSE
manulife-insurance-manulife-ul-sample-contract-level-100-face-plus-joint.pdf,UL sample contract level 100 face plus joint,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-manulife-ul-sample-contract-level-100-face-plus-joint.pdf,-,-,"Review this sample contract for Manulife UL (Level 100, Face Plus, Joint) to better understand our life insurance policies.",,New Business and Underwriting,FALSE
manulife-individual-insurance-pre-authorized-debit-authorization-for-electronic-applications-nn7006e-pad.pdf,Pre-authorized debit authorization for electronic applications (NN7006E(PAD)),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-individual-insurance-pre-authorized-debit-authorization-for-electronic-applications-nn7006e-pad.pdf,-,-,Complete this form to authorize withdrawal of the first payment from a bank account for electronic Manulife insurance applications. (NN7006E(PAD)),After the sale,New Business and Underwriting,FALSE
affinity-markets-personal-accident-disability-insurance-reinstatement-declaration.pdf,Personal accident reinstatement declaration,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/affinity-markets-personal-accident-disability-insurance-reinstatement-declaration.pdf,-,-,Complete this form to apply for reinstatement of a Manulife Personal Accident Disability Insurance policy.,After the sale,New Business and Underwriting,FALSE
affinity-markets-association-health-and-dental-plan-application-af1325e.pdf,Manulife The Association Health and Dental Plan Application,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/affinity-markets-association-health-and-dental-plan-application-af1325e.pdf,-,-,Complete this form to apply for a Manulife Association Health & Dental Plan. (AF1325E),Before the sale,New Business and Underwriting,FALSE
manulife-insurance-upgrade-to-vitality-plus-application-nn1708e.pdf,Upgrade to Vitality Plus application (NN1708E),Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-upgrade-to-vitality-plus-application-nn1708e.pdf,-,-,"Use this form if you have a Family Term or a Manulife UL policy, and you received a letter that welcomed you to Manulife Vitality Go when your policy was issued.",Before the sale,New Business and Underwriting,FALSE
manulife-insurance-manulife-ul-gold-sample-contract-yrt-85-level-death-benefit-joint.pdf,"Manulife UL YRT Gold, YRT to age 85, level, joint last-to-die - Sample",Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-manulife-ul-gold-sample-contract-yrt-85-level-death-benefit-joint.pdf,-,-,"contract sample of current product offerings - Manulife UL YRT Gold, YRT to age 85, level, joint last-to-die - Sample",,New Business and Underwriting,FALSE
manulife-insurance-smoking-and-nicotine-usage-questionnaire-nn0710e.pdf,Smoking and nicotine usage questionnaire - Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-smoking-and-nicotine-usage-questionnaire-nn0710e.pdf,-,-,Used this questionaire to confirm an insured qualifies for non-smoker premium rate. ,,New Business and Underwriting,FALSE
manulife-insurance-manulife-ul-sample-contract-yrt-100-face-plus-single.pdf,Manulife UL Client Investment Select (CIS) - Yearly renewable term (YRT) 100 face plus single life - sample contract,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-manulife-ul-sample-contract-yrt-100-face-plus-single.pdf,-,-,Manulife UL YRT Client Investment Select sample contract - sample contract of current product offerings,,New Business and Underwriting,FALSE
manulife-insurance-authorization-to-release-policy-information-by-phone-nn1567e.pdf,Authorization to release policy information to a third party - Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-authorization-to-release-policy-information-by-phone-nn1567e.pdf,-,-,Complete this form to authorize the release of Manulife insurance policy information by telephone.,,New Business and Underwriting,FALSE
insurance-manulife-ul-sample-contract-yrt-to-age-85-or-for-20-years-single-face-pluse.pdf,"Manulife UL sample contract – YRT to age 85 or for 20 years, Single, Face plus death benefit",Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/insurance-manulife-ul-sample-contract-yrt-to-age-85-or-for-20-years-single-face-pluse.pdf,-,-,Review this sample contract for Manulife UL universal life insurance to better understand our policies.,Before the sale,New Business and Underwriting,FALSE
insurance-health-and-dental-guaranteed-issue-enhanced-sample-contracte.pdf,Health and Dental Guaranteed Issue Enhanced Sample contract,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/insurance-health-and-dental-guaranteed-issue-enhanced-sample-contracte.pdf,-,-, This sample policy contract is provided for your information only. ,,New Business and Underwriting,FALSE
manulife-insurance-authorization-to-disclose-personal-information-nn1633e.pdf,Authorization to disclose personal information  - Insurance | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-authorization-to-disclose-personal-information-nn1633e.pdf,-,-,This is a form signed by the client which gives authorization to us to disclose personal information to their advisor.,,New Business and Underwriting,FALSE
manulife-insurance-sample-coverage-summary.pdf,Insurance policy sample coverage summary,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-sample-coverage-summary.pdf,-,-,See a sample coverage summary page from Manulife Insurance. ,Before the sale,New Business and Underwriting,FALSE
manulife-insurance-health-and-dental-quote-request-forme.pdf,Manulife Health and Dental Plan Quote Request Form,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-health-and-dental-quote-request-forme.pdf,-,-,Client needs assessment form for individual health and dental insurance plans with Manulife.,Before the sale,New Business and Underwriting,FALSE
manulife-insurance-disability-insurance-back-pain-questionnaire-nn1476e.pdf,"Back Pain Questionnaire for Disability Insurance - Insurance | Manulife	",Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-disability-insurance-back-pain-questionnaire-nn1476e.pdf,-,-,Complete this form to provide Manulife with details about back pain for disability insurance.,,New Business and Underwriting,FALSE
manulife-insurance-manulife-ul-term-rider-sample-contracte.pdf,Manulife UL sample rider – Term insurance rider,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/manulife-insurance-manulife-ul-term-rider-sample-contracte.pdf,-,-,Review this Manulife UL Universal Life insurance sample contract to better understand our contracts.,Before the sale,New Business and Underwriting,FALSE
insurance-manulife-ul-sample-contract-level-100-single-face-pluse.pdf,"Manulife UL sample contract – Level to age 100, Single, Face plus death benefit",Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/insurance-manulife-ul-sample-contract-level-100-single-face-pluse.pdf,-,-,Review this sample contract for Manulife UL universal life insurance to better understand our policies.,Before the sale,New Business and Underwriting,FALSE
insurance-family-term-vitality-plus-sample-contracte.pdf,Family Term with Vitality Plus - Sample Contract | Manulife,Insurance,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/insurance/new-business-and-underwriting/insurance-family-term-vitality-plus-sample-contracte.pdf,-,-,,Before the sale,New Business and Underwriting,FALSE
